                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.61537,                 1.8046,                0.98511,                      1,                0.84214,                0.99196,                0.85081,                0.53433,                 2.4177,                0.92087,                0.00056,                0.00056,                0.00056
                      2,                0.56105,                0.96849,                0.90875,                0.99816,                      1,                  0.995,                0.86627,                0.64542,                 1.9046,                0.92865,              0.0005757,              0.0005757,              0.0005757
